Portal,Tipo_Mercado,Moneda_Original,Codigo,Nombre Oferta,Empresa,Ubicacion,Modalidad,Seniority,Nivel_Educacion,Anios_Experiencia,Salario_COP,Salario_Millones,Habilidad,URL
GetOnBoard,Mercado Internacional (Remoto - USD),CAD,senior-data-scientist-genai-rag-latam-bc-tecnologia-remote,Senior Data Scientist – GenAI & RAG (LATAM),Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,,,ETL / Pipelines de Datos,https://www.getonbrd.com/jobs/senior-data-scientist-genai-rag-latam-bc-tecnologia-remote
GetOnBoard,Mercado Internacional (Remoto - USD),CAD,senior-data-scientist-genai-rag-latam-bc-tecnologia-remote,Senior Data Scientist – GenAI & RAG (LATAM),Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,,,Git / Control de Versiones,https://www.getonbrd.com/jobs/senior-data-scientist-genai-rag-latam-bc-tecnologia-remote
GetOnBoard,Mercado Internacional (Remoto - USD),CAD,data-scientist-improving-south-america-remote,Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,,,Python,https://www.getonbrd.com/jobs/data-scientist-improving-south-america-remote
GetOnBoard,Mercado Internacional (Remoto - USD),CAD,data-scientist-improving-south-america-remote,Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,,,SQL,https://www.getonbrd.com/jobs/data-scientist-improving-south-america-remote
GetOnBoard,Mercado Internacional (Remoto - USD),CAD,data-scientist-improving-south-america-remote,Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,,,Databricks,https://www.getonbrd.com/jobs/data-scientist-improving-south-america-remote
GetOnBoard,Mercado Internacional (Remoto - USD),CAD,data-scientist-improving-south-america-remote,Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,,,Azure,https://www.getonbrd.com/jobs/data-scientist-improving-south-america-remote
GetOnBoard,Mercado Internacional (Remoto - USD),CAD,data-scientist-improving-south-america-remote,Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,,,Machine Learning General,https://www.getonbrd.com/jobs/data-scientist-improving-south-america-remote
GetOnBoard,Mercado Internacional (Remoto - USD),CAD,data-scientist-improving-south-america-remote,Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,,,ETL / Pipelines de Datos,https://www.getonbrd.com/jobs/data-scientist-improving-south-america-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,head-of-data-engineering-niuro-remote,Head of Data Engineering,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,18000000.0,18.0,Python,https://www.getonbrd.com/jobs/head-of-data-engineering-niuro-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,head-of-data-engineering-niuro-remote,Head of Data Engineering,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,18000000.0,18.0,SQL,https://www.getonbrd.com/jobs/head-of-data-engineering-niuro-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,head-of-data-engineering-niuro-remote,Head of Data Engineering,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,18000000.0,18.0,Databricks,https://www.getonbrd.com/jobs/head-of-data-engineering-niuro-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,head-of-data-engineering-niuro-remote,Head of Data Engineering,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,18000000.0,18.0,Azure,https://www.getonbrd.com/jobs/head-of-data-engineering-niuro-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,head-of-data-engineering-niuro-remote,Head of Data Engineering,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,18000000.0,18.0,Google Cloud (GCP),https://www.getonbrd.com/jobs/head-of-data-engineering-niuro-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,head-of-data-engineering-niuro-remote,Head of Data Engineering,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,18000000.0,18.0,ETL / Pipelines de Datos,https://www.getonbrd.com/jobs/head-of-data-engineering-niuro-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,head-of-data-engineering-niuro-remote,Head of Data Engineering,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,18000000.0,18.0,Airflow,https://www.getonbrd.com/jobs/head-of-data-engineering-niuro-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,head-of-data-engineering-niuro-remote,Head of Data Engineering,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,18000000.0,18.0,Git / Control de Versiones,https://www.getonbrd.com/jobs/head-of-data-engineering-niuro-remote
GetOnBoard,Mercado Internacional (Remoto - USD),CAD,senior-product-data-scientist-improving-south-america-remote,Senior Product Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,,,Python,https://www.getonbrd.com/jobs/senior-product-data-scientist-improving-south-america-remote
GetOnBoard,Mercado Internacional (Remoto - USD),CAD,senior-product-data-scientist-improving-south-america-remote,Senior Product Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,,,SQL,https://www.getonbrd.com/jobs/senior-product-data-scientist-improving-south-america-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,senior-data-scientist-artefact-latam-remote,Senior Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,14600000.0,14.6,Python,https://www.getonbrd.com/jobs/senior-data-scientist-artefact-latam-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,senior-data-scientist-artefact-latam-remote,Senior Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,14600000.0,14.6,SQL,https://www.getonbrd.com/jobs/senior-data-scientist-artefact-latam-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,senior-data-scientist-artefact-latam-remote,Senior Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,14600000.0,14.6,Machine Learning General,https://www.getonbrd.com/jobs/senior-data-scientist-artefact-latam-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,senior-data-scientist-artefact-latam-remote,Senior Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,14600000.0,14.6,Estadística / Modelamiento,https://www.getonbrd.com/jobs/senior-data-scientist-artefact-latam-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,senior-data-scientist-artefact-latam-remote,Senior Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,14600000.0,14.6,ETL / Pipelines de Datos,https://www.getonbrd.com/jobs/senior-data-scientist-artefact-latam-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,senior-data-scientist-artefact-latam-remote,Senior Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,14600000.0,14.6,Git / Control de Versiones,https://www.getonbrd.com/jobs/senior-data-scientist-artefact-latam-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,data-scientist-artefact-latam-remote,Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,7000000.0,7.0,Python,https://www.getonbrd.com/jobs/data-scientist-artefact-latam-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,data-scientist-artefact-latam-remote,Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,7000000.0,7.0,SQL,https://www.getonbrd.com/jobs/data-scientist-artefact-latam-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,data-scientist-artefact-latam-remote,Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,7000000.0,7.0,Machine Learning General,https://www.getonbrd.com/jobs/data-scientist-artefact-latam-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,data-scientist-artefact-latam-remote,Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,7000000.0,7.0,Estadística / Modelamiento,https://www.getonbrd.com/jobs/data-scientist-artefact-latam-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,data-scientist-artefact-latam-remote,Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,7000000.0,7.0,ETL / Pipelines de Datos,https://www.getonbrd.com/jobs/data-scientist-artefact-latam-remote
GetOnBoard,Mercado Internacional (Remoto - USD),USD,data-scientist-artefact-latam-remote,Data Scientist,Confidencial / No especificada,Latinoamérica,Remoto,No especificado,No especificado,,7000000.0,7.0,Git / Control de Versiones,https://www.getonbrd.com/jobs/data-scientist-artefact-latam-remote
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lWgD7ayw,AI / Machine Learning Engineer,DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,Python,https://torre.ai/jobs/devups-ai-machine-learning-engineer
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lWgD7ayw,AI / Machine Learning Engineer,DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,SQL,https://torre.ai/jobs/devups-ai-machine-learning-engineer
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lWgD7ayw,AI / Machine Learning Engineer,DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,Spark / PySpark,https://torre.ai/jobs/devups-ai-machine-learning-engineer
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lWgD7ayw,AI / Machine Learning Engineer,DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,Azure,https://torre.ai/jobs/devups-ai-machine-learning-engineer
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lWgD7ayw,AI / Machine Learning Engineer,DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,Google Cloud (GCP),https://torre.ai/jobs/devups-ai-machine-learning-engineer
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lWgD7ayw,AI / Machine Learning Engineer,DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,Machine Learning General,https://torre.ai/jobs/devups-ai-machine-learning-engineer
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lWgD7ayw,AI / Machine Learning Engineer,DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,TensorFlow / Keras,https://torre.ai/jobs/devups-ai-machine-learning-engineer
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lWgD7ayw,AI / Machine Learning Engineer,DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,PyTorch,https://torre.ai/jobs/devups-ai-machine-learning-engineer
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lWgD7ayw,AI / Machine Learning Engineer,DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,ETL / Pipelines de Datos,https://torre.ai/jobs/devups-ai-machine-learning-engineer
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lWgD7ayw,AI / Machine Learning Engineer,DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,Docker / Kubernetes,https://torre.ai/jobs/devups-ai-machine-learning-engineer
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lWgD7ayw,AI / Machine Learning Engineer,DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,MLOps,https://torre.ai/jobs/devups-ai-machine-learning-engineer
Torre.ai,Mercado Internacional (Remoto - USD),CAD,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,Python,https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified
Torre.ai,Mercado Internacional (Remoto - USD),CAD,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,SQL,https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified
Torre.ai,Mercado Internacional (Remoto - USD),CAD,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,Google Cloud (GCP),https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified
Torre.ai,Mercado Internacional (Remoto - USD),CAD,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,Machine Learning General,https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified
Torre.ai,Mercado Internacional (Remoto - USD),CAD,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,NLP / LLMs,https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified
Torre.ai,Mercado Internacional (Remoto - USD),CAD,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,Computer Vision,https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified
Torre.ai,Mercado Internacional (Remoto - USD),CAD,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,Scikit-Learn,https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified
Torre.ai,Mercado Internacional (Remoto - USD),CAD,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,TensorFlow / Keras,https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified
Torre.ai,Mercado Internacional (Remoto - USD),CAD,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,PyTorch,https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified
Torre.ai,Mercado Internacional (Remoto - USD),CAD,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,ETL / Pipelines de Datos,https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified
Torre.ai,Mercado Internacional (Remoto - USD),CAD,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,Docker / Kubernetes,https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified
Torre.ai,Mercado Internacional (Remoto - USD),CAD,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,Bases de Datos NoSQL,https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified
Torre.ai,Mercado Internacional (Remoto - USD),CAD,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,Remoto,No especificado,No especificado,,,,MLOps,https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified
Torre.ai,Mercado Internacional (Remoto - USD),CAD,OwGo7A6w,"Senior Machine Learning Engineer, Ads",Quora,Global / Remoto,Remoto,No especificado,No especificado,,,,Python,https://torre.ai/jobs/quora-senior-machine-learning-engineer-ads
Torre.ai,Mercado Internacional (Remoto - USD),CAD,OwGo7A6w,"Senior Machine Learning Engineer, Ads",Quora,Global / Remoto,Remoto,No especificado,No especificado,,,,Machine Learning General,https://torre.ai/jobs/quora-senior-machine-learning-engineer-ads
Torre.ai,Mercado Internacional (Remoto - USD),CAD,OwGo7A6w,"Senior Machine Learning Engineer, Ads",Quora,Global / Remoto,Remoto,No especificado,No especificado,,,,TensorFlow / Keras,https://torre.ai/jobs/quora-senior-machine-learning-engineer-ads
Torre.ai,Mercado Internacional (Remoto - USD),CAD,OwGo7A6w,"Senior Machine Learning Engineer, Ads",Quora,Global / Remoto,Remoto,No especificado,No especificado,,,,PyTorch,https://torre.ai/jobs/quora-senior-machine-learning-engineer-ads
Torre.ai,Mercado Internacional (Remoto - USD),CAD,KWN18x8r,Senior Data Science Evaluation Specialist (5+ Yrs Exp),Mercor,Global / Remoto,Remoto,No especificado,No especificado,,,,Python,https://torre.ai/jobs/mercor-senior-data-science-evaluation-specialist-5-yrs-exp
Torre.ai,Mercado Internacional (Remoto - USD),CAD,KWN18x8r,Senior Data Science Evaluation Specialist (5+ Yrs Exp),Mercor,Global / Remoto,Remoto,No especificado,No especificado,,,,SQL,https://torre.ai/jobs/mercor-senior-data-science-evaluation-specialist-5-yrs-exp
Torre.ai,Mercado Internacional (Remoto - USD),CAD,qdPDK3Ad,"Staff Machine Learning Research Scientist (NLP, Clinical AI)",Rad AI,United States,Remoto,No especificado,No especificado,,,,Machine Learning General,https://torre.ai/jobs/rad-ai-staff-machine-learning-research-scientist-nlp-clinical-ai
Torre.ai,Mercado Internacional (Remoto - USD),CAD,qdPDK3Ad,"Staff Machine Learning Research Scientist (NLP, Clinical AI)",Rad AI,United States,Remoto,No especificado,No especificado,,,,NLP / LLMs,https://torre.ai/jobs/rad-ai-staff-machine-learning-research-scientist-nlp-clinical-ai
Torre.ai,Mercado Internacional (Remoto - USD),CAD,qdPDK3Ad,"Staff Machine Learning Research Scientist (NLP, Clinical AI)",Rad AI,United States,Remoto,No especificado,No especificado,,,,Computer Vision,https://torre.ai/jobs/rad-ai-staff-machine-learning-research-scientist-nlp-clinical-ai
Torre.ai,Mercado Internacional (Remoto - USD),CAD,qdPDK3Ad,"Staff Machine Learning Research Scientist (NLP, Clinical AI)",Rad AI,United States,Remoto,No especificado,No especificado,,,,PyTorch,https://torre.ai/jobs/rad-ai-staff-machine-learning-research-scientist-nlp-clinical-ai
Torre.ai,Mercado Internacional (Remoto - USD),CAD,VdLOxJ5w,Senior Machine Learning Engineer (ASR) - Voice Experience,Cresta,Global / Remoto,Remoto,No especificado,No especificado,,,,Machine Learning General,https://torre.ai/jobs/cresta-senior-machine-learning-engineer-asr-voice-experience
Torre.ai,Mercado Internacional (Remoto - USD),CAD,VdLOxJ5w,Senior Machine Learning Engineer (ASR) - Voice Experience,Cresta,Global / Remoto,Remoto,No especificado,No especificado,,,,NLP / LLMs,https://torre.ai/jobs/cresta-senior-machine-learning-engineer-asr-voice-experience
Torre.ai,Mercado Internacional (Remoto - USD),CAD,VdLOxJ5w,Senior Machine Learning Engineer (ASR) - Voice Experience,Cresta,Global / Remoto,Remoto,No especificado,No especificado,,,,TensorFlow / Keras,https://torre.ai/jobs/cresta-senior-machine-learning-engineer-asr-voice-experience
Torre.ai,Mercado Internacional (Remoto - USD),CAD,VdLOxJ5w,Senior Machine Learning Engineer (ASR) - Voice Experience,Cresta,Global / Remoto,Remoto,No especificado,No especificado,,,,PyTorch,https://torre.ai/jobs/cresta-senior-machine-learning-engineer-asr-voice-experience
Torre.ai,Mercado Internacional (Remoto - USD),CAD,VdLOxJ5w,Senior Machine Learning Engineer (ASR) - Voice Experience,Cresta,Global / Remoto,Remoto,No especificado,No especificado,,,,ETL / Pipelines de Datos,https://torre.ai/jobs/cresta-senior-machine-learning-engineer-asr-voice-experience
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lr418D3W,Senior Machine Learning Engineer,Solidgate,Ukraine,Remoto,No especificado,No especificado,,,,Python,https://torre.ai/jobs/solidgate-senior-machine-learning-engineer
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lr418D3W,Senior Machine Learning Engineer,Solidgate,Ukraine,Remoto,No especificado,No especificado,,,,Machine Learning General,https://torre.ai/jobs/solidgate-senior-machine-learning-engineer
Torre.ai,Mercado Internacional (Remoto - USD),CAD,VdLOPLBw,Head of Machine Learning,Solidgate,Ukraine,Remoto,No especificado,No especificado,,,,Machine Learning General,https://torre.ai/jobs/solidgate-head-of-machine-learning
Torre.ai,Mercado Internacional (Remoto - USD),CAD,VdLOPLBw,Head of Machine Learning,Solidgate,Ukraine,Remoto,No especificado,No especificado,,,,MLOps,https://torre.ai/jobs/solidgate-head-of-machine-learning
Torre.ai,Mercado Internacional (Remoto - USD),CAD,Yd6pl4OW,"Senior Technical Program Manager, Machine Learning Infrastructure",Cohere,Canada,Remoto,No especificado,No especificado,,,,Machine Learning General,https://torre.ai/jobs/cohere-senior-technical-program-manager-machine-learning-infrastructure
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lr4p0ZLr,Machine Learning Intern/Co-Op (Winter 2027),Cohere,"Canada, United States",Remoto,No especificado,No especificado,,,,Python,https://torre.ai/jobs/cohere-machine-learning-internco-op-winter-2027
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lr4p0ZLr,Machine Learning Intern/Co-Op (Winter 2027),Cohere,"Canada, United States",Remoto,No especificado,No especificado,,,,Machine Learning General,https://torre.ai/jobs/cohere-machine-learning-internco-op-winter-2027
Torre.ai,Mercado Internacional (Remoto - USD),CAD,lr4p0ZLr,Machine Learning Intern/Co-Op (Winter 2027),Cohere,"Canada, United States",Remoto,No especificado,No especificado,,,,TensorFlow / Keras,https://torre.ai/jobs/cohere-machine-learning-internco-op-winter-2027
Torre.ai,Mercado Internacional (Remoto - USD),CAD,2W1pN3nr,"Data Annotation Specialist, Data Science",Cohere,Canada,Remoto,No especificado,No especificado,,18560000.0,18.56,Python,https://torre.ai/jobs/cohere-data-annotation-specialist-data-science
Torre.ai,Mercado Internacional (Remoto - USD),CAD,2W1pN3nr,"Data Annotation Specialist, Data Science",Cohere,Canada,Remoto,No especificado,No especificado,,18560000.0,18.56,SQL,https://torre.ai/jobs/cohere-data-annotation-specialist-data-science
Torre.ai,Mercado Internacional (Remoto - USD),CAD,arQjp34W,"Staff Machine Learning Engineer, Gen AI | Voice & Speech",Weave,United States,Remoto,No especificado,No especificado,,,,SQL,https://torre.ai/jobs/weave-staff-machine-learning-engineer-gen-ai-voice-speech
Torre.ai,Mercado Internacional (Remoto - USD),CAD,arQjp34W,"Staff Machine Learning Engineer, Gen AI | Voice & Speech",Weave,United States,Remoto,No especificado,No especificado,,,,AWS,https://torre.ai/jobs/weave-staff-machine-learning-engineer-gen-ai-voice-speech
Torre.ai,Mercado Internacional (Remoto - USD),CAD,arQjp34W,"Staff Machine Learning Engineer, Gen AI | Voice & Speech",Weave,United States,Remoto,No especificado,No especificado,,,,Google Cloud (GCP),https://torre.ai/jobs/weave-staff-machine-learning-engineer-gen-ai-voice-speech
Torre.ai,Mercado Internacional (Remoto - USD),CAD,arQjp34W,"Staff Machine Learning Engineer, Gen AI | Voice & Speech",Weave,United States,Remoto,No especificado,No especificado,,,,Machine Learning General,https://torre.ai/jobs/weave-staff-machine-learning-engineer-gen-ai-voice-speech
Torre.ai,Mercado Internacional (Remoto - USD),CAD,arQjp34W,"Staff Machine Learning Engineer, Gen AI | Voice & Speech",Weave,United States,Remoto,No especificado,No especificado,,,,NLP / LLMs,https://torre.ai/jobs/weave-staff-machine-learning-engineer-gen-ai-voice-speech
Torre.ai,Mercado Internacional (Remoto - USD),CAD,arQjp34W,"Staff Machine Learning Engineer, Gen AI | Voice & Speech",Weave,United States,Remoto,No especificado,No especificado,,,,Docker / Kubernetes,https://torre.ai/jobs/weave-staff-machine-learning-engineer-gen-ai-voice-speech
Torre.ai,Mercado Internacional (Remoto - USD),CAD,arQjp34W,"Staff Machine Learning Engineer, Gen AI | Voice & Speech",Weave,United States,Remoto,No especificado,No especificado,,,,Bases de Datos NoSQL,https://torre.ai/jobs/weave-staff-machine-learning-engineer-gen-ai-voice-speech
Torre.ai,Mercado Internacional (Remoto - USD),CAD,arQjp34W,"Staff Machine Learning Engineer, Gen AI | Voice & Speech",Weave,United States,Remoto,No especificado,No especificado,,,,MLOps,https://torre.ai/jobs/weave-staff-machine-learning-engineer-gen-ai-voice-speech
Torre.ai,Mercado Internacional (Remoto - USD),CAD,qdP9DRbr,Senior Machine Learning Engineer (Remote - LATAM Based),Arionkoder,"Colombia, Argentina",Remoto,No especificado,No especificado,,,,Python,https://torre.ai/jobs/arionkoder-sr-machine-learning-engineer-remote-latam-based
Torre.ai,Mercado Internacional (Remoto - USD),CAD,qdP9DRbr,Senior Machine Learning Engineer (Remote - LATAM Based),Arionkoder,"Colombia, Argentina",Remoto,No especificado,No especificado,,,,AWS,https://torre.ai/jobs/arionkoder-sr-machine-learning-engineer-remote-latam-based
Torre.ai,Mercado Internacional (Remoto - USD),CAD,qdP9DRbr,Senior Machine Learning Engineer (Remote - LATAM Based),Arionkoder,"Colombia, Argentina",Remoto,No especificado,No especificado,,,,Machine Learning General,https://torre.ai/jobs/arionkoder-sr-machine-learning-engineer-remote-latam-based
Torre.ai,Mercado Internacional (Remoto - USD),CAD,qdP9DRbr,Senior Machine Learning Engineer (Remote - LATAM Based),Arionkoder,"Colombia, Argentina",Remoto,No especificado,No especificado,,,,Deep Learning,https://torre.ai/jobs/arionkoder-sr-machine-learning-engineer-remote-latam-based
Torre.ai,Mercado Internacional (Remoto - USD),CAD,qdP9DRbr,Senior Machine Learning Engineer (Remote - LATAM Based),Arionkoder,"Colombia, Argentina",Remoto,No especificado,No especificado,,,,Computer Vision,https://torre.ai/jobs/arionkoder-sr-machine-learning-engineer-remote-latam-based
Torre.ai,Mercado Internacional (Remoto - USD),CAD,qdP9DRbr,Senior Machine Learning Engineer (Remote - LATAM Based),Arionkoder,"Colombia, Argentina",Remoto,No especificado,No especificado,,,,Git / Control de Versiones,https://torre.ai/jobs/arionkoder-sr-machine-learning-engineer-remote-latam-based
Torre.ai,Mercado Internacional (Remoto - USD),CAD,qdP9DRbr,Senior Machine Learning Engineer (Remote - LATAM Based),Arionkoder,"Colombia, Argentina",Remoto,No especificado,No especificado,,,,MLOps,https://torre.ai/jobs/arionkoder-sr-machine-learning-engineer-remote-latam-based
Torre.ai,Mercado Internacional (Remoto - USD),USD,ed8pp3ed,"Research Staff, Data Science",Deepgram,United States,Remoto,No especificado,No especificado,,61666666.666666664,61.666666666666664,Python,https://torre.ai/jobs/deepgram-research-staff-data-science-1
Torre.ai,Mercado Internacional (Remoto - USD),USD,ed8pp3ed,"Research Staff, Data Science",Deepgram,United States,Remoto,No especificado,No especificado,,61666666.666666664,61.666666666666664,Deep Learning,https://torre.ai/jobs/deepgram-research-staff-data-science-1
Torre.ai,Mercado Internacional (Remoto - USD),USD,ed8pp3ed,"Research Staff, Data Science",Deepgram,United States,Remoto,No especificado,No especificado,,61666666.666666664,61.666666666666664,PyTorch,https://torre.ai/jobs/deepgram-research-staff-data-science-1
Torre.ai,Mercado Internacional (Remoto - USD),USD,NrJOOxYW,"Director, Client Data Science",Foodsmart,United States,Remoto,No especificado,No especificado,,68333333.33333333,68.33333333333333,Python,https://torre.ai/jobs/foodsmart-director-client-data-science
Torre.ai,Mercado Internacional (Remoto - USD),USD,NrJOOxYW,"Director, Client Data Science",Foodsmart,United States,Remoto,No especificado,No especificado,,68333333.33333333,68.33333333333333,SQL,https://torre.ai/jobs/foodsmart-director-client-data-science
Torre.ai,Mercado Internacional (Remoto - USD),USD,NrJOOxYW,"Director, Client Data Science",Foodsmart,United States,Remoto,No especificado,No especificado,,68333333.33333333,68.33333333333333,ETL / Pipelines de Datos,https://torre.ai/jobs/foodsmart-director-client-data-science
Torre.ai,Mercado Internacional (Remoto - USD),CAD,VWMqMEBW,Machine Learning Engineer (Remote),StackAdapt,United Kingdom,Remoto,No especificado,No especificado,,,,Python,https://torre.ai/jobs/stackadapt-machine-learning-engineer-remote
Torre.ai,Mercado Internacional (Remoto - USD),CAD,VWMqMEBW,Machine Learning Engineer (Remote),StackAdapt,United Kingdom,Remoto,No especificado,No especificado,,,,Machine Learning General,https://torre.ai/jobs/stackadapt-machine-learning-engineer-remote
Torre.ai,Mercado Internacional (Remoto - USD),CAD,VWMqMEBW,Machine Learning Engineer (Remote),StackAdapt,United Kingdom,Remoto,No especificado,No especificado,,,,ETL / Pipelines de Datos,https://torre.ai/jobs/stackadapt-machine-learning-engineer-remote
Torre.ai,Mercado Internacional (Remoto - USD),USD,JWO8VZ6w,Machine Learning Engineer,AI Talent Hunt,"Canadá, USA",Remoto,No especificado,No especificado,,65833333.33333333,65.83333333333333,Python,https://torre.ai/jobs/ai-talent-hunt-machine-learning-engineer
